record_id,citation_key,title,journal,publication_year,analysis_period,study_summary,case_report,case_report_conclusion,workflow_stage,specialty,specialty_other_detail,evaluation_target,device,dimensionality,image_modalities,image_modality_other_detail,rendering_type,rendering_other_detail,aux_visualization_content,anchoring_context,registration_method,perception_support,perception_cues,specialty_label,device_label,dimensionality_label,rendering_type_label,registration_method_label,workflow_stage_label,evaluation_target_label,image_modalities_label,anchoring_context_label,perception_cues_label,aux_visualization_content_label
11,S 2024,Augmented Reality Navigation System for Biliary Interventional Procedures With Dynamic Respiratory Motion Correction,IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,2024,2021-2026,presents an augmented reality navigation system for biliary interventional procedures,False,,intraoperative,abdominal,,phantom,spatial_monitor,3d,ct|xray,,surface_modeling,,tool_location,off_situ,,False,,Abdominal,Spatial Monitor,3D,Surface Modeling,,Intraoperative,Phantom,"CT, X-ray",Off-situ,,Tool Location
321,Samuel 2024,Visuo-Haptic VR and AR Guidance for Dental Nerve Block Education,TVCG,2024,2021-2026,"This system helps dental trainees learn and practice the inferior alveolar nerve block (IANB) procedure. Trainees can use a smartphone to study anatomical structures and a headset with a haptic device to practice the procedure. Results indicate improved trainee confidence. The system is designed purely for simulation and education; skin transparency can be adjusted to reveal nerve locations, although users reported limited realism.",False,,education,oral_maxillofacial,,patient,hmd_vst,3d,ct,,surface_modeling,,tool_location,off_situ,,False,alpha_transparency,Oral & Maxillofacial,HMD (Video See-Through),3D,Surface Modeling,,Education,Patient,CT,Off-situ,Alpha Transparency,Tool Location
729,Tamayo-Estebaranz 2024,Is Augmented Reality Technology Effective in Locating the Apex of Teeth Undergoing Apicoectomy Procedures?,J Pers Med,2024,2021-2026,pre-op CBCT and intra 3D intraoral scan. Is Augmented Reality Technology Effective in Locating the Apex of Teeth Undergoing Apicoectomy Procedures? Conclusion: AR and free-hand techniques are equally accurate for apical location,False,,intraoperative,oral_maxillofacial,,,hmd_ost,3d,ct,3D scan,surface_modeling,,,in_situ,,False,,Oral & Maxillofacial,HMD (Optical See-Through),3D,Surface Modeling,,Intraoperative,,CT,In-situ,,
1018,Tang 2024,Mixed Reality Combined with Surgical Navigation in Resection of Micro- and Mini-Tumors of the Parotid Gland: A Pilot Study,The Laryngoscope,2024,2021-2026,evaluate the feasibility and outcomes of mixed reality combined with surgical navigation (MRSN) in the resection of parotid micro- and mini-tumors.,True,"The mean surgery time of MRSN group (76.7 14.0 min) and control group (65.4 21.3 min) showed no signif- icant difference (p = 0.220), so did the intraoperative bleeding of MRSN group (16.0 8.0 mL) and control group (16.7 6.6 mL) (p = 0.825). None of the patient in MRSN group underwent any complication,",planning,head_and_neck,,patient,hmd_ost,3d,ct,,surface_modeling,,tool_location,off_situ,,False,,Head & Neck,HMD (Optical See-Through),3D,Surface Modeling,,Planning,Patient,CT,Off-situ,,Tool Location
617,Tong 2024,Development of an augmented reality guidance system for head and neck cancer resection.,Healthcare Technology Letters,2024,2021-2026,explores the feasibility of an AR guidance system for resections of positive tumor margins in a cadaveric specimen.,False,,intraoperative,head_and_neck,,cadaver,hmd_ost,3d,rgb,,surface_modeling,,,in_situ,marker_other,False,,Head & Neck,HMD (Optical See-Through),3D,Surface Modeling,Other Marker,Intraoperative,Cadaver,RGB Camera,In-situ,,
919,Winkler 2024,Mixed reality for spine surgery: a step into the future with a human cadaveric accuracy study.,NEUROSURGICAL FOCUS,2024,2021-2026,The authors therefore aimed to investigate the accuracy of the system in visualization of anatomical structures using mixed reality in the example of pedicles of the thoracic spine in a human cadaveric study. Potential difficulties and limitations are discussed.,False,"The accuracy analysis for mixed reality (i.e., between the virtual and real anatomical situation of the thoracic spine) showed a very good agreement when focus was on the pedicles. This work is thus a rare proof of the precision of segmentation to the potential surgical area",intraoperative,neurosurgery,,cadaver,hmd_ost,3d,ct,,surface_modeling,Surface Modeling,,in_situ,markerless,False,,Neurosurgery,HMD (Optical See-Through),3D,Surface Modeling,Markerless,Intraoperative,Cadaver,CT,In-situ,,
2960,Xue 2024,Clinical application of mixed reality holographic imaging technology in scaling and root planing of severe periodontitis: a proof of concept.,Journal of Dentistry,2024,2021-2026,To demonstrate the potential application of mixed reality (MR) holographic imaging technology in subgingival scaling and root planing (SRP) for patient with advanced periodontitis,False,,planning,oral_maxillofacial,,virtual,hmd_ost,3d,ct,,surface_modeling,,,off_situ,,False,,Oral & Maxillofacial,HMD (Optical See-Through),3D,Surface Modeling,,Planning,Virtual,CT,Off-situ,,
415,Yang 2024,Augmented Reality Navigation System for Biliary Interventional Procedures With Dynamic Respiratory Motion Correction.,IEEE Transactions on Biomedical Engineering,2024,2021-2026,"construct an augmented reality (AR) navigation system for biliary inter- ventional procedures. It includes system calibration, respi-ratory motion correction and fusion navigation.",False,,intraoperative,abdominal,,phantom,spatial_monitor,3d,ct,,surface_modeling,,,off_situ,,False,,Abdominal,Spatial Monitor,3D,Surface Modeling,,Intraoperative,Phantom,CT,Off-situ,,
4699,Zhang 2024,A Pilot Study on the Use of a Novel Mixed Reality Navigation System to Assist Femoral Tunnel Positioning in Single-Bundle Anterior Cruciate Ligament Reconstruction,International Conference on Intelligent Metaverse Technologies & Applications,2024,2021-2026,To design a mixed reality surgical navigation system (MR-SNS) and evaluate whether it improves femoral tunnel positioning in single-bundle ACL reconstruction.,False,,intraoperative,orthopedic,,phantom,hmd_ost,3d,ct,,surface_modeling,,,in_situ,markerless,False,,Orthopedic,HMD (Optical See-Through),3D,Surface Modeling,Markerless,Intraoperative,Phantom,CT,In-situ,,
4725,Zhang 2024,ARMedicalSketch: Exploring 3D Sketching for Medical Image Using True 2D-3D Interlinked Visualization and Interaction,IEEE TRANSACTIONS ON HUMAN-MACHINE SYSTEMS,2024,2021-2026,"Proposed a new AR device that provide naked-eye 3D floating display, using autostereoscopic display",False,,not_specified,not_specified,,dataset,aerial_imaging_plate,3d,ct,,volume_rendering,,,off_situ,,False,,Not Specified,Aerial Imaging Plate,3D,Volume Rendering,,Not Specified,Dataset,CT,Off-situ,,
4707,Zou 2024,ARthroNeRF: Field of View Enhancement of Arthroscopic Surgeries using Augmented Reality and Neural Radiance Fields,ISMAR,2024,2021-2026,Use Neural Radiance Fields to reconstruct the intra-articular scene and provide alternative viewpoints / expanded FOV in AR to reduce surgeons’ mental burden when interpreting constrained arthroscopic views.,False,,intraoperative,orthopedic,,phantom,spatial_monitor,3d,rgb,,other_process,3DGS,tool_location,off_situ,,False,,Orthopedic,Spatial Monitor,3D,Other Process,,Intraoperative,Phantom,RGB Camera,Off-situ,,Tool Location
4100,Adıyaman 2025,Feasibility of Spinal Facet Joint Injections With Augmented Reality Headset: A Cadaveric Study.,EDUCATION AND SIMULATION,2025,2021-2026,"Perform facet joint injection using AR. Overlaid the CT models, and the trajectories for injection.",False,,intraoperative,orthopedic,,cadaver,hmd_ost,3d,ct,,surface_modeling,,tool_location,in_situ,marker_other,False,,Orthopedic,HMD (Optical See-Through),3D,Surface Modeling,Other Marker,Intraoperative,Cadaver,CT,In-situ,,Tool Location
3944,Ahn 2025,Clinical Application of Augmented Reality in TMJ Arthroscopy: A Case Series.,Journal of Oral and Maxillofacial Surgery,2025,2021-2026,Evaluate clinical feasibility of AR-assisted TMJ arthroscopy to improve accuracy of initial and secondary portal placement (including AR-guided triangulation for the second portal).,False,,intraoperative,oral_maxillofacial,,patient,hmd_ost,not_specified,ct,,surface_modeling,,,in_situ,marker_optical,False,,Oral & Maxillofacial,HMD (Optical See-Through),Not Specified,Surface Modeling,Optical Marker,Intraoperative,Patient,CT,In-situ,,
4524,Amm 2025,Could Extended Reality Visualization Decrease Blood Loss in Craniofacial Surgery?,FACE,2025,2021-2026,investigates the effect of XR visualization on blood loss in craniofacial surgery.,False,,intraoperative,oral_maxillofacial,,patient,hmd_ost,3d,ct,,surface_modeling,,,in_situ,markerless,False,,Oral & Maxillofacial,HMD (Optical See-Through),3D,Surface Modeling,Markerless,Intraoperative,Patient,CT,In-situ,,
4531,Andereggen 2025,Mixed-reality head-mounted display in cranial neurosurgery: A proof-of-concept study,Brain Hemorrhages,2025,2021-2026,"Segment and overlay neuro-structures from pre-op volumes (claimed including CT, MRI 3D-RA) onto intra-op patient head for surgical planning",False,,planning,neurosurgery,,patient,hmd_ost,3d,ct|mri|angiography,,surface_modeling,,color_coding,in_situ,manual,False,,Neurosurgery,HMD (Optical See-Through),3D,Surface Modeling,Manual,Planning,Patient,"CT, MRI, Angiography",In-situ,,Color Coding
4332,AyeWMM 2025,Mixed Reality (Holography)-Guided Minimally Invasive Cardiac Surgery-A Novel Comparative Feasibility Study.,Journal of Cardiovascular Development and Disease,2025,2021-2026,Use AR to assist intra-operative surgical planning and marking the invasion point for cardiac surgeries,False,,intraoperative,cardiothoracic,,patient,hmd_ost,3d,ct,,surface_modeling,,color_coding,in_situ,manual,False,,Cardiothoracic,HMD (Optical See-Through),3D,Surface Modeling,Manual,Intraoperative,Patient,CT,In-situ,,Color Coding
4551,Banerjee 2025,SurgiKLAR: An Augmented Reality Framework for Improved Surgical Training,IEEE Pervasive Computing,2025,2021-2026,"Use AR to assist laparoscopic guidance for gyencology surgeries (for training), by overlaying pre-op scans on laparoscopic video",False,,training,gynecology,,phantom,spatial_monitor,2d,ct|mri|rgb,,surface_modeling,,tool_location|color_coding,in_situ,markerless,False,,Gynecology,Spatial Monitor,2D,Surface Modeling,Markerless,Training,Phantom,"CT, MRI, RGB Camera",In-situ,,"Tool Location, Color Coding"
3871,BöhnerAMC 2025,VR-prep improves visualization of medical data in augmented reality on smartphones.,Scientific Reports,2025,2021-2026,Proposed a VR software that based on open-source libraries and software that can streamline the visualization of medical images.,False,,education|training|planning,not_specified,,dataset,body_handheld,not_specified,not_specified,,no_post_processing,,,off_situ,,False,,Not Specified,Handheld Device,Not Specified,No Post-processing,,"Education, Training, Planning",Dataset,Not Specified,Off-situ,,
4556,Chen 2025,Effect of Mobile Augmented Reality Counseling on Improving Shared Decision-Making in Thoracic Surgery: Randomized Clinical Crossover Trial,JMIR MHEALTH AND UHEALTH,2025,2021-2026,investigated the potential of MAR as a mobile health tool to enhance shared decision-making (SDM) in thoracic surgery by increasing patient understanding and engagement during medical consultations.,False,,education,cardiothoracic,,dataset,body_handheld,3d,ct,,surface_modeling,,,off_situ,,False,,Cardiothoracic,Handheld Device,3D,Surface Modeling,,Education,Dataset,CT,Off-situ,,
3978,Cipolato 2025,"An Augmented Reality Visor for Intraoperative Visualization, Guidance, and Temperature Monitoring Using Fluorescence.",Journal of Biophotonics,2025,2021-2026,"combines nanomaterial excitation, fluorescence detection, and temperature monitoring.",False,,intraoperative,general,,animal,hmd_ost,2d,rgb|thermal,,no_post_processing,,,in_situ,,False,,General,HMD (Optical See-Through),2D,No Post-processing,,Intraoperative,Animal,"RGB Camera, Thermal",In-situ,,
4498,Colombo 2025,Mixed Reality-Assisted Surgical Planning of Flow-Augmentation Extracranial-Intracranial Bypass Surgery: A Technical Note,World Neurosurgery,2025,2021-2026,Proposed a system that assist pre-op planning for EC-IC bypass,False,,planning,neurosurgery,,patient,multiple_devices,3d,ct|mri,,surface_modeling,,color_coding,off_situ,,False,,Neurosurgery,Multiple Devices,3D,Surface Modeling,,Planning,Patient,"CT, MRI",Off-situ,,Color Coding
4033,Duan 2025,Localization of sentinel lymph nodes using augmented-reality system: a cadaveric feasibility study.,European Journal of Nuclear Medicine and Molecular Imaging,2025,2021-2026,Use AR to assist Sentinel lymph node biopsy,False,,intraoperative,oncologic,,cadaver,hmd_ost,3d,ct|mri,,surface_modeling,,tool_location|color_coding,in_situ,marker_other,False,,Oncologic,HMD (Optical See-Through),3D,Surface Modeling,Other Marker,Intraoperative,Cadaver,"CT, MRI",In-situ,,"Tool Location, Color Coding"
4316,Dubron 2025,Validation of mixed reality in planning orbital reconstruction with patient-specific implants.,scientific reports,2025,2021-2026,Evaluate and compare the usability and performance of mixed reality (MR) technology versus conventional methods for preoperative planning of patient-specific reconstruction plates for orbital fractures.,False,,planning,oral_maxillofacial,,dataset,hmd_ost,3d,ct,,surface_modeling,,,off_situ,,False,,Oral & Maxillofacial,HMD (Optical See-Through),3D,Surface Modeling,,Planning,Dataset,CT,Off-situ,,
4452,Farronato 2025,Augmented Reality-Assisted Micro-Invasive Apicectomy with Markerless Visual–Inertial Odometry: An In Vivo Pilot Study,applied sciences,2025,2021-2026,Demonstrate feasibility of a markerless AR guidance approach (custom VIO) to improve intraoperative visualization and precision during apicectomy.,True,"Case series (n=3): mean AR overlap time ~1.49 ± 0.34 min, VAS decreased over follow-up, radiographic evidence of progressive healing; no intra/post-op complications reported.",intraoperative,oral_maxillofacial,,patient,body_handheld,3d,cbct,,surface_modeling,,,in_situ,markerless,False,,Oral & Maxillofacial,Handheld Device,3D,Surface Modeling,Markerless,Intraoperative,Patient,CBCT,In-situ,,
4161,Folguera 2025,Web-Based Augmented Reality vs. Interactive Presentation for Learning Caries Detection: A Randomized Study on Student Motivation.,dentistry journal,2025,2021-2026,Compare a web-based AR (WebAR) learning object vs a content- and interface-matched 2D interactive presentation for student motivation in caries detection learning.,False,,education,oral_maxillofacial,,dataset,body_handheld,3d,,Scanner,surface_modeling,,,off_situ,,False,,Oral & Maxillofacial,Handheld Device,3D,Surface Modeling,,Education,Dataset,,Off-situ,,
4061,Frantz 2025,Evaluation of augmented reality guidance for glenoid pin placement in total shoulder arthroplasty.,International Journal of Computer Assisted Radiology and Surgery,2025,2021-2026,Evaluate head-worn AR navigation (with adaptive drift correction + IR tracking integrated into the headset) for glenoid pin placement in total shoulder arthroplasty.,False,,intraoperative,orthopedic,,phantom,hmd_ost,3d,ct,,surface_modeling,,tool_location,,,False,,Orthopedic,HMD (Optical See-Through),3D,Surface Modeling,,Intraoperative,Phantom,CT,,,Tool Location
4082,Ghellab 2025,Overlay of Nerve Roots to Aid in Augmented Reality-Guided L4 to L5 Transforaminal Interbody Fusion: A Methodologic Pilot.,International Journal of Spine Surgery,2025,2021-2026,"A safe transfacet trajectory was planned preoperatively and overlaid onto the surgical field through the operative microscope, using intraoperative 3D imaging for registration. Intraoperative neurophysiological monitoring complemented visual guidance.",True,,intraoperative,orthopedic,,patient,microscope,2d,ct|mri,,surface_modeling,,,in_situ,markerless,False,,Orthopedic,Microscope,2D,Surface Modeling,Markerless,Intraoperative,Patient,"CT, MRI",In-situ,,
3948,Goto 2025,Clinical Application of a Novel Augmented Reality Navigation System for Chronic Subdural Hematoma Surgery Using a Single Quick Response Code Marker as a Tracking Target: Technical Note.,WORLD NEUROSURGERY,2025,2021-2026,Evaluate the convenience and accuracy of a QR-code/SLAM-based AR navigation system (ARnavS) for burr-hole surgery in chronic subdural hematoma.,True,"The system was effective without equipment issues, with an average registration time of 2.6 minutes. Discrepancy between planned and actual burr-hole locations was 3.5 mm. Skin incisions avoided 3D image of the superficial temporal artery, with no superficial temporal artery damage in any case. The mean surgical time was 37.1 minutes, and no severe postoperative bleeding occurred.",intraoperative,neurosurgery,,patient,body_handheld,3d,ct,,surface_modeling,,,in_situ,marker_other,False,,Neurosurgery,Handheld Device,3D,Surface Modeling,Other Marker,Intraoperative,Patient,CT,In-situ,,
4555,Grunbeck 2025,4D mixed reality tool for orthopaedic surgery - a feasibility study,COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING: IMAGING & VISUALIZATION,2025,2021-2026,"Accurately diagnosing joint conditions and bone deformations relying on 2D imaging remains challenging. This paper examined the feasibility of a new workflow for real-time motion visualisation of a patient’s hip joint, using our novel 4D mixed reality tool providing a non-invasive ‘X-ray vision’ experience.",False,,planning,orthopedic,,patient,hmd_ost,3d,ct,,surface_modeling,,,in_situ,marker_optical,False,,Orthopedic,HMD (Optical See-Through),3D,Surface Modeling,Optical Marker,Planning,Patient,CT,In-situ,,
3952,Gurses 2025,Augmented reality in cranial surgery: Surgical planning and maximal safety in resection of brain tumors via head-mounted fiber tractography.,Clinical Neurology and Neurosurgery,2025,2021-2026,"map visual tracts around an occipital lesion, ensuring a safe resection without post-op complication",True,postoperative visual field testing showed no visual loss; pre- and post-op DTI tract volumes were measured and reported as maintained.,intraoperative,neurosurgery,,patient,hmd_ost,3d,mri|dti,,surface_modeling,Volume rendering and surface modeling,tool_location,in_situ,marker_optical,False,,Neurosurgery,HMD (Optical See-Through),3D,Surface Modeling,Optical Marker,Intraoperative,Patient,"MRI, DTI",In-situ,,Tool Location
4047,Hou 2025,Open-source AI-assisted rapid 3D color multimodal image fusion and preoperative augmented reality planning of extracerebral tumors.,NEUROSURGICAL FOCUS,2025,2021-2026,Develop and test an open-source AI-assisted 3D color multimodal image fusion + AR workflow to improve preop planning / surgical guidance for extracerebral tumors.,False,,planning,neurosurgery,,patient,body_handheld,3d,multimodal,,surface_modeling,,,off_situ,,False,,Neurosurgery,Handheld Device,3D,Surface Modeling,,Planning,Patient,Multimodal,Off-situ,,
4076,Ibrahim 2025,Resection of thoracic meningioma with hoth augmented reality system: technical note and operative video.,Acta Neurochirurgica,2025,2021-2026,"Describe preoperative and intraoperative use of the Hoth AR system for thoracic meningioma resection (localization, incision planning, level confirmation, tumor visualization).",True,,intraoperative,orthopedic,,patient,hmd_ost,3d,mri,,surface_modeling,,tool_location,in_situ,markerless,False,,Orthopedic,HMD (Optical See-Through),3D,Surface Modeling,Markerless,Intraoperative,Patient,MRI,In-situ,,Tool Location
4512,Javaheri 2025,"From Concept to Clinic: Multidisciplinary Design, Development, and Clinical Validation of Augmented Reality-Assisted Open Pancreatic Surgery",CHI Conference on Human Factors in Computing Systems,2025,2021-2026,"Design and clinically validate ARAS, a wearable AR system for open pancreatic surgery providing in-situ visualization of critical structures (vasculature, tumor) with a dual-layer registration approach for robust alignment during key phases.",False,,intraoperative,abdominal,,patient,hmd_ost,3d,ct,,surface_modeling,,,in_situ,marker_other,False,,Abdominal,HMD (Optical See-Through),3D,Surface Modeling,Other Marker,Intraoperative,Patient,CT,In-situ,,
4102,Ji 2025,Real-time ultrasound AR 3D visualization toward better topological structure perception for hepatobiliary surgery.,International Journal of Computer Assisted Radiology and Surgery,2025,2021-2026,Provide real-time AR 3D visualization of intraoperative ultrasound to reduce the need for mental 3D reconstruction from 2D US and improve understanding of 3D topological anatomy in hepatobiliary surgery.,False,,intraoperative,abdominal,,phantom,hmd_ost,3d,us,,surface_modeling,,,in_situ,marker_optical,False,,Abdominal,HMD (Optical See-Through),3D,Surface Modeling,Optical Marker,Intraoperative,Phantom,Ultrasound,In-situ,,
3935,Konovalov 2025,Augmented reality as a method of neuronavigation in microsurgical treatment of cerebrovascular diseases: description of the method and clinical experience.,Burdenko's Journal ofNeurosurgery,2025,2021-2026,Use AR to guide microsurgical treatment for neurosurgeries,False,,intraoperative,neurosurgery,,patient,hmd_ost,3d,ct|mri,,surface_modeling,,color_coding,in_situ,marker_other,False,,Neurosurgery,HMD (Optical See-Through),3D,Surface Modeling,Other Marker,Intraoperative,Patient,"CT, MRI",In-situ,,Color Coding
4131,Konovalov 2025,Augmented reality intraoperative tractography for diffuse glioma resection adjacent to the corticospinal tract: a case series with preliminary results.,Neurosurgical Review,2025,2021-2026,Use AR to guide icrosurgical resection of diffuse gliomas,True,,intraoperative,neurosurgery,,patient,hmd_ost,3d,mri,,surface_modeling,,color_coding,in_situ,marker_other,False,,Neurosurgery,HMD (Optical See-Through),3D,Surface Modeling,Other Marker,Intraoperative,Patient,MRI,In-situ,,Color Coding
4084,Li 2025,Microscopic augmented reality calibration with contactless line-structured light registration for surgical navigation.,International Federation for Medical and Biological Engineering,2025,2021-2026,Develop a real-time microscope AR surgical navigation (MASN) system using contactless line-structured light registration + microscope calibration + visible optical tracking to overlay deep lesions in the microscope view.,False,,intraoperative,neurosurgery,,phantom,microscope,3d,,Medical Scan,not_reported,,,in_situ,markerless,,,Neurosurgery,Microscope,3D,Not Reported,Markerless,Intraoperative,Phantom,,In-situ,,
4528,Liu 2025,Application of Mixed Reality Technology in the Planning of PCNL for Special Types of Complex Upper Urinary Stones: A Pilot Study,Urology,2025,2021-2026,"Evaluate MR-based preoperative planning for ultrasound-guided PCNL in complex/special anatomies (ectopic kidney, horseshoe kidney, spinal deformity, transplant kidney).",False,,planning,urology,,patient,hmd_ost,3d,ct,,surface_modeling,,,off_situ,,False,,Urology,HMD (Optical See-Through),3D,Surface Modeling,,Planning,Patient,CT,Off-situ,,
4041,McKenney 2025,Single session segmentation and live registration for augmented reality image guidance of cryoneurolysis.,Clinical Imaging,2025,2021-2026,AR intra-op guidance for cryoneurolysis.,False,,intraoperative,neurosurgery,,patient,hmd_ost,3d,ct,,surface_modeling,,color_coding,in_situ,marker_other,False,,Neurosurgery,HMD (Optical See-Through),3D,Surface Modeling,Other Marker,Intraoperative,Patient,CT,In-situ,,Color Coding
4209,Meier 2025,Preoperative perforator mapping of anterolateral thigh perforators via Projected Augmented Reality and Dynamic Infrared Thermography.,"Journal of Plastic, Reconstructive & Aesthetic Surgery",2025,2021-2026,Project DIRT onto the patient's body for anterolateral thigh flap surgery,False,,intraoperative,plastic,,patient,spatial_projection,2d,thermal,,no_post_processing,,,in_situ,markerless,False,,Plastic,Spatial Projection,2D,No Post-processing,Markerless,Intraoperative,Patient,Thermal,In-situ,,
4052,MollMCM 2025,Surgeon's perceptions on 3D visualization methods in parotid gland tumor surgery.,Frontiers in Oncology,2025,2021-2026,"Discuss the benefit of AR, plain view of 3D models, and 3D printing in the parotid gland tumor surgery",False,,not_specified,oncologic,,dataset,hmd_ost,3d,mri,,surface_modeling,,color_coding,off_situ,,False,,Oncologic,HMD (Optical See-Through),3D,Surface Modeling,,Not Specified,Dataset,MRI,Off-situ,,Color Coding
4156,Oh 2025,Enhancing recurrent laryngeal nerve localization during transoral endoscopic thyroid surgery using augmented reality: a proof-of-concept study.,Annals of Surgical Treatment and Research,2025,2021-2026,"Use AR to make the recurrent laryngeal nerve (RLN) easier to identify during transoral endoscopic thyroidectomy, where the thyroid can obstruct RLN visualization.",True,"3 patients; manual registration accuracy assessed by DSC for RLN alignment: 0.60, 0.70, 0.57 (mean 0.6 ± 0.1).",intraoperative,head_and_neck,,patient,spatial_monitor,3d,ct,,surface_modeling,,,off_situ,,False,,Head & Neck,Spatial Monitor,3D,Surface Modeling,,Intraoperative,Patient,CT,Off-situ,,
4215,Oh 2025,Leveraging augmented reality for dynamic guidance in 3-dimensional laparoscopic and robotic liver surgery: a prospective case series study.,Annals of Surgical Treatment and Research,2025,2021-2026,"Provide real-time AR navigation by overlaying 3D liver models onto 3D laparoscopic/robotic views, and assess manual registration accuracy and surgeon perception.",True,"Clinical application of the AR software during 3D laparoscopic and robotic liver surgery is feasible, with favorable registration accuracy and high operator perception of helpfulness.",intraoperative,abdominal,,patient,spatial_monitor,3d,ct,,surface_modeling,,,off_situ,,False,,Abdominal,Spatial Monitor,3D,Surface Modeling,,Intraoperative,Patient,CT,Off-situ,,
4395,P 2025,Enhancing Obstetric Ultrasonography Training with Augmented Reality: A HoloLens-Based Prenatal Ultrasound Simulator Using Real Fetal Volume,IEEE Guwahati Subsection Conference (GCON),2025,2021-2026,An ultrasound simulator using HoloLens,False,,training,abdominal,,dataset,hmd_ost,2d,us,,no_post_processing,,,off_situ,,False,,Abdominal,HMD (Optical See-Through),2D,No Post-processing,,Training,Dataset,Ultrasound,Off-situ,,
4486,Ponzoni 2025,Mixed reality for preoperative planning and intraoperative assistance of surgical correction of complex congenital heart defects,The Journal of Thoracic and Cardiovascular Surgery,2025,2021-2026,Explore feasibility of Mixed Reality to enhance preoperative planning and provide intraoperative assistance in complex congenital heart defect surgery.,True,,planning|intraoperative,cardiothoracic,,patient,hmd_ost,3d,ct|mri,,surface_modeling,,,off_situ,,False,,Cardiothoracic,HMD (Optical See-Through),3D,Surface Modeling,,"Planning, Intraoperative",Patient,"CT, MRI",Off-situ,,
4500,Qin 2025,Visualization System for Closed Thoracic Drainage Puncture Based on Augmented Reality and Ultrafine Diameter Camera,Journal of Shanghai Jiaotong University (Science),2025,2021-2026,"The use AR to guide the closed thoracic drainag system, which involves both CT segmentation overlay and the streaming of (endoscopic) video to HoloLens",False,,intraoperative,cardiothoracic,,phantom,multiple_devices,2d_3d,ct|rgb,,surface_modeling,,,in_situ,marker_other,False,,Cardiothoracic,Multiple Devices,2D + 3D,Surface Modeling,Other Marker,Intraoperative,Phantom,"CT, RGB Camera",In-situ,,
4472,Ryu 2025,"Advancing precision, safety, and education in D3 lymph node dissection for right hemicolectomy using mixed reality technology",Scientific Reports,2025,2021-2026,Evaluate the benefit of AR in right hemicolectomy surgery,False,,education|planning|intraoperative,oncologic,,patient,hmd_ost,3d,ct,,surface_modeling,,color_coding,off_situ,,False,,Oncologic,HMD (Optical See-Through),3D,Surface Modeling,,"Education, Planning, Intraoperative",Patient,CT,Off-situ,,Color Coding
4091,SalazarCarrasco 2025,System for assistance in ultrasound-guided percutaneous hepatic interventions using augmented reality: First steps.,Healthcare Technology Letters,2025,2021-2026,"Develop a mixed-reality assistance system for US-guided percutaneous liver interventions, integrating tracking + real-time visualization closer to the patient.",False,,intraoperative,abdominal,,phantom,hmd_ost,2d,us,,no_post_processing,,,in_situ,markerless,False,,Abdominal,HMD (Optical See-Through),2D,No Post-processing,Markerless,Intraoperative,Phantom,Ultrasound,In-situ,,
3923,Shah 2025,Augmented Reality for Identification of Temporal Bone Anatomy and Comparison to Conventional Imaging.,"Annals of Otology, Rhinology & Laryngology",2025,2021-2026,"Design and validate an AR app to help clinicians identify temporal bone anatomy, and compare performance vs conventional imaging.",False,,education,head_and_neck,,dataset,hmd_ost,3d,ct,,surface_modeling,,,off_situ,,False,,Head & Neck,HMD (Optical See-Through),3D,Surface Modeling,,Education,Dataset,CT,Off-situ,,
4065,Sharma 2025,Calvarial Biopsy Using Augmented Reality Technology: A Case Report and Technical Note.,Asian J Neurosurg,2025,2021-2026,Demonstrate feasibility of hands-free AR guidance (as an alternative to CT guidance) for accurate localization and biopsy of a calvarial lesion with minimal surface landmarks.,True,successful biopsy with intra-op pathology; total surgical time 35 min; described as accurate without obscuring the field or requiring time-consuming setup.,intraoperative,neurosurgery,,patient,hmd_ost,3d,mri,,volume_rendering,,tool_location,in_situ,markerless,False,,Neurosurgery,HMD (Optical See-Through),3D,Volume Rendering,Markerless,Intraoperative,Patient,MRI,In-situ,,Tool Location
4453,Shi 2025,A portable mixed reality navigation system for oral and maxillofacial surgery: Design and preliminary clinical evaluation,Journal of Cranio-Maxillo-Facial Surgery,2025,2021-2026,Develop a portable MR-based navigation system for OMFS and evaluate feasibility + spatial accuracy in clinical use.,True,"Prospective clinical trial (n=24): mean preop localization error 1.64 ± 0.78 mm, intraop 1.65 ± 1.00 mm (no significant difference); 83.3% “high” virtual-to-actual concordance; processing time ~8.38 ± 0.83 min with learning effect.",intraoperative,oral_maxillofacial,,patient,hmd_ost,3d,ct,,surface_modeling,,,in_situ,marker_optical,False,,Oral & Maxillofacial,HMD (Optical See-Through),3D,Surface Modeling,Optical Marker,Intraoperative,Patient,CT,In-situ,,
4468,Shi 2025,Translating high-precision mixed reality navigation from lab to operating room: design and clinical evaluation,BMC Surgery,2025,2021-2026,"Develop and clinically evaluate a Mixed Reality Navigation (MRN) system for neurosurgical planning and real-time intraoperative guidance, and compare localization accuracy with traditional optical navigation (TON).",False,"MRN is a low-cost, clinically promising alternative with accuracy comparable to TON, offering enhanced 3D visualization and multi-tool tracking; suitable when sub-centimeter accuracy suffices.",planning|intraoperative,neurosurgery,,phantom|patient,hmd_ost,3d,ct,,surface_modeling,,tool_location,in_situ,marker_optical,False,,Neurosurgery,HMD (Optical See-Through),3D,Surface Modeling,Optical Marker,"Planning, Intraoperative","Phantom, Patient",CT,In-situ,,Tool Location
